PLOT_YEAR,YEAR,GENOTYPE,PLOT,RANGE,PASS,NTREATMENT,SEEDSPLANTED,SUBPOPULATION,ID,Blue,Green,NIR,Red,RedEdge,SAVIMASK,NDVI,GNDVI,RDVI,NLI,CVI,MSR,NDI,NDVIRedge,PSRI,CIRedge,MTCI,DAP
7025_2022,2022,B73,7025,3,28,H,90,SS-B73,7025_2022_62,0.022886176,0.061383041,0.391043864,0.030161186,0.113220652,0.995713108,0.856786209,0.728649909,0.556056923,0.670507272,40.58393473,2.600713196,0.579288613,0.550947376,0.06425515,2.453820987,3.344871155,62
7043_2022,2022,PHT11,7043,4,19,H,90,SS-B37,7043_2022_55,0.023918431,0.057254742,0.469229218,0.036179695,0.115886866,1,0.856830008,0.782501476,0.609138594,0.717738382,67.16564194,2.6013064,0.524159753,0.603884189,0.105803741,3.049028455,4.433005808,55
7442_2023,2023,K201,7442,9,44,H,62,,7442_2023_98,0.021497313,0.053023552,0.438873163,0.033836717,0.140609789,1,0.856839392,0.784411848,0.589110501,0.701150281,68.50786205,2.601433523,0.612067702,0.514706037,0.087756365,2.121213438,2.793432543,98
7021_2022,2022,LH123HT,7021,3,32,H,90,NSS-Oh43,7021_2022_91,0.032151258,0.081040835,0.609625963,0.046981003,0.166428215,1,0.856897641,0.765325812,0.694355196,0.775546021,56.58731596,2.60222292,0.559709712,0.571091247,0.089105955,2.662996464,3.710406803,91
7414_2022,2022,Mo13,7414,7,36,L,90,Broad origin-public ,7414_2022_68,0.023102401,0.061517743,0.435412191,0.033539886,0.129377931,0.999857163,0.856958151,0.752408785,0.586845591,0.699360564,50.09569225,2.603043465,0.588260061,0.541854838,0.080674385,2.365428614,3.193243977,68
7523_2023,2023,B77,7523,13,43,H,62,,7523_2023_98,0.022313931,0.049880212,0.436373728,0.033612403,0.129995982,1,0.856964277,0.794838837,0.587496441,0.699935385,76.53509234,2.60312656,0.589111487,0.540950091,0.086914009,2.356824736,3.178733859,98
7063_2023,2023,W802G,7063,5,20,L,62,,7063_2023_89,0.019079031,0.047152717,0.342006136,0.0263409,0.095214854,0.999571,0.856977809,0.757668537,0.520113548,0.632390399,52.60831004,2.603310143,0.566603815,0.564454332,0.076268236,2.59194098,3.583230926,89
7230_2023,2023,PHRE1,7230,13,13,L,62,,7230_2023_89,0.019399672,0.055336706,0.360812399,0.027731397,0.111715116,1,0.857254717,0.734053466,0.534354995,0.648785124,42.514424,2.607072343,0.602264748,0.527159319,0.074580104,2.229754503,2.966018723,89
7084_2022,2022,INBRED141,7084,6,22,H,90,Broad origin-public ,7084_2022_74,0.040264767,0.096500912,0.733800416,0.056354616,0.203023117,1,0.857358079,0.767552071,0.762111297,0.810514653,57.82199499,2.608479392,0.565462961,0.56657127,0.079251315,2.614368781,3.618890869,74
7412_2022,2022,B73,7412,7,38,L,90,SS-B73,7412_2022_62,0.023666678,0.06836147,0.400007809,0.030715476,0.126429436,0.979719703,0.857377221,0.708087302,0.562692486,0.677902701,34.23845458,2.608740137,0.609080872,0.519678985,0.055752823,2.163881938,2.858291236,62
7090_2022,2022,L289,7090,6,28,H,90,Mixed,7090_2022_62,0.025419865,0.067422275,0.431501106,0.033129701,0.126116299,0.997039961,0.857393438,0.729728942,0.584432227,0.697891099,40.95972396,2.608961079,0.583917951,0.547660106,0.061132749,2.421453923,3.284180877,62
7003_2022,2022,B10,7003,2,17,H,90,SS-BSSSC0,7003_2022_91,0.031876415,0.073911529,0.627933435,0.048200585,0.167389513,1,0.857422985,0.789379328,0.705036361,0.782144733,72.17766749,2.609363727,0.552849732,0.579065301,0.097522059,2.751330796,3.863982416,91
7304_2022,2022,MS200,7304,2,39,L,90,Broad origin-public ,7304_2022_74,0.024732577,0.05560681,0.438530537,0.033649407,0.111586824,0.999133699,0.857472104,0.77493379,0.589214964,0.702162865,62.19331677,2.61003334,0.536625169,0.594316297,0.079909345,2.929949086,4.194951868,74
7007_2022,2022,B73,7007,2,21,H,90,SS-B73,7007_2022_74,0.023196514,0.054253681,0.418381179,0.032093524,0.113757893,0.995823733,0.857512425,0.770420316,0.57554015,0.690121735,59.46834604,2.610583276,0.559914814,0.572450515,0.078210046,2.677821099,3.730186001,74
7086_2022,2022,Va99,7086,6,24,H,90,Mixed,7086_2022_91,0.034625936,0.085650239,0.637263122,0.048856772,0.180408306,1,0.857585322,0.763041483,0.710358113,0.785226577,55.35800307,2.611578082,0.573796651,0.558726648,0.078881268,2.53233804,3.472820135,91
7005_2023,2023,Va26,7005,2,7,L,62,,7005_2023_75,0.0036735,0.009085178,0.038911574,0.002981897,0.018333587,0.990712074,0.857643832,0.6214253,0.175541636,-0.326464397,18.34385953,2.612377098,0.720213062,0.359471205,-0.037723278,1.122420124,1.340437893,75
7016_2022,2022,NC236,7016,2,30,H,90,Mixed,7016_2022_74,0.025374865,0.061164272,0.456407836,0.034975481,0.128568536,0.993367935,0.857644817,0.763649273,0.601198199,0.71247152,55.68145335,2.612390556,0.572280519,0.560431696,0.074673138,2.54991859,3.502816528,74
7357_2022,2022,PHVA9,7357,4,54,L,90,SS-B37,7357_2022_74,0.026866404,0.061637166,0.465344467,0.035628379,0.118033334,1,0.857763233,0.766074709,0.607119972,0.717430029,56.99854696,2.614009131,0.536275129,0.59534513,0.074233055,2.94248346,4.214687491,74
7384_2022,2022,PHW03,7384,6,43,L,90,Mixed,7384_2022_74,0.027334704,0.075373949,0.482601439,0.036938187,0.143013132,1,0.857804159,0.72983056,0.618297494,0.726223931,40.99535826,2.614568991,0.589464671,0.542807541,0.067151057,2.374525348,3.201399793,74
7082_2022,2022,Va26,7082,6,20,H,90,NSS-Oh43,7082_2022_55,0.029842426,0.077201644,0.529037485,0.040473446,0.152825897,1,0.857865956,0.745309597,0.647396676,0.747320573,46.95910303,2.615414797,0.581235555,0.551740419,0.069562948,2.461700506,3.348494712,55
7092_2022,2022,A,7092,6,30,H,90,Broad origin-public ,7092_2022_74,0.035003386,0.092639395,0.629623842,0.04816376,0.197237722,1,0.85787949,0.743474705,0.706273798,0.78333401,46.1924407,2.615600108,0.607469689,0.52292444,0.066723413,2.19220804,2.900480501,74
7347_2022,2022,B108,7347,4,44,L,90,Mixed,7347_2022_74,0.030250873,0.073899284,0.486012231,0.037163597,0.141838628,0.999281403,0.857930757,0.736032276,0.620548989,0.728109192,43.25277107,2.616302307,0.584769441,0.548177323,0.04873654,2.426515314,3.288020072,74
7328_2023,2023,DKWDAD1,7328,3,38,H,62,,7328_2023_75,0.003871016,0.006526797,0.038402447,0.002934868,0.013798226,0.987232934,0.858003937,0.709463306,0.174445758,-0.331121822,34.61924453,2.617305284,0.649213947,0.471339153,-0.067845533,1.78314379,2.264881724,75
7307_2022,2022,DK8M129,7307,2,42,L,90,Mixed,7307_2022_91,0.025923427,0.067749586,0.502050356,0.038360431,0.144981056,1,0.858032327,0.762198691,0.630762194,0.735823341,54.91377088,2.617694592,0.581541182,0.551857751,0.085783649,2.462868666,3.348970239,91
7200_2023,2023,DK8M129,7200,11,3,L,62,,7200_2023_98,0.020226613,0.054577255,0.41901547,0.031995609,0.146591092,1,0.858116084,0.769518187,0.576288094,0.691711954,58.94361089,2.618843801,0.641679825,0.48164996,0.080284524,1.858396539,2.377269774,98
7334_2023,2023,N501,7334,3,32,H,62,,7334_2023_98,0.020634531,0.044127868,0.427883266,0.032670188,0.114885996,1,0.858126401,0.813021919,0.582359662,0.69715374,94.02096696,2.618985427,0.557183073,0.576667273,0.104761741,2.724416212,3.807020543,98
7258_2023,2023,B73,7258,14,20,L,62,,7258_2023_75,0.002987889,0.006488491,0.029857259,0.002279541,0.01335894,0.847837415,0.85813516,0.642957375,0.153835657,-0.437744067,21.17446557,2.619105671,0.708470279,0.38176238,-0.053024267,1.235002103,1.489098732,75
7020_2022,2022,DK3IIH6,7020,3,33,H,90,IDT,7020_2022_62,0.01859654,0.049614659,0.355951714,0.027150053,0.095734362,0.936222808,0.858261928,0.755331495,0.531223067,0.647061979,51.4709466,2.620847245,0.558120483,0.576102222,0.089346321,2.718118621,3.794123697,62
7331_2022,2022,B73,7331,3,43,L,90,SS-B73,7331_2022_91,0.029574073,0.089900314,0.597378627,0.045560445,0.19705523,1,0.858274456,0.738387695,0.68819434,0.77356863,44.15470052,2.621019483,0.624422907,0.503910292,0.081126352,2.031528912,2.642489621,91
7002_2022,2022,PHW03,7002,2,16,H,90,Mixed,7002_2022_62,0.021629642,0.060859505,0.389395821,0.029688798,0.114141128,0.957625721,0.858315974,0.729666696,0.555645826,0.672522156,40.93791701,2.621590446,0.587168,0.546642493,0.070606942,2.411529462,3.259290691,62
7033_2023,2023,NevehYaar159,7033,3,10,L,62,,7033_2023_75,0.002755454,0.006379497,0.032524621,0.002478829,0.013930535,0.847740925,0.85836659,0.672040014,0.160593599,-0.40178304,25.99271315,2.62228684,0.697876286,0.400258822,-0.019857457,1.334771852,1.623695718,75
7205_2023,2023,LH210,7205,12,7,L,62,,7205_2023_75,0.003370348,0.007326008,0.03593999,0.002739055,0.015239912,0.966909849,0.858370081,0.661350329,0.168815548,-0.359083662,24.06695393,2.622334894,0.695304519,0.404457164,-0.041423664,1.358280678,1.655892712,75
7371_2022,2022,Oh43,7371,5,41,L,90,NSS-Oh43,7371_2022_91,0.027710273,0.077033713,0.545432185,0.041561776,0.165291078,1,0.858391129,0.752488568,0.657660923,0.754839759,50.13255745,2.6226246,0.598151293,0.534865153,0.08380067,2.299828349,3.072361202,91
7485_2022,2022,N501,7485,11,41,L,90,SS-BSSSC0,7485_2022_74,0.028653983,0.065747786,0.487804507,0.037161154,0.123573158,1,0.858424439,0.7624514,0.621967256,0.729849436,55.04645447,2.623083209,0.537607701,0.595755079,0.068843195,2.947495677,4.215054994,74
7066_2022,2022,NC324,7066,5,25,H,90,SS-B37,7066_2022_91,0.033461012,0.086054295,0.612413758,0.04665238,0.178699858,1,0.858428836,0.753591321,0.696897325,0.778742949,50.64595623,2.623143766,0.585960358,0.548232126,0.07381857,2.427052292,3.284529978,91
7407_2022,2022,NC236,7407,7,43,L,90,Mixed,7407_2022_74,0.027156604,0.072093742,0.471570773,0.035923059,0.138544327,1,0.858429574,0.73478592,0.611533222,0.721852315,42.78569837,2.623153922,0.58819743,0.545841999,0.063275453,2.403753753,3.245199095,74
7382_2022,2022,Oh7B,7382,6,41,L,90,Mixed,7382_2022_68,0.025514483,0.070990846,0.459351125,0.034986354,0.145324721,1,0.858451542,0.732282754,0.603569873,0.715546315,41.86825545,2.623456476,0.611933388,0.51933016,0.065177287,2.160860188,2.846030919,68
7331_2022,2022,B73,7331,3,43,L,90,SS-B73,7331_2022_74,0.025506441,0.063634021,0.444500095,0.033854437,0.121139542,1,0.85845462,0.749538482,0.593734505,0.707438629,48.79383827,2.623498878,0.563151585,0.571672372,0.06891223,2.669322895,3.70464758,74
7258_2023,2023,B73,7258,14,20,L,62,,7258_2023_89,0.021091855,0.071591903,0.387119946,0.029482369,0.13832993,1,0.858462769,0.687856753,0.554092542,0.671220308,29.23905174,2.623611135,0.648626839,0.473480017,0.06065581,1.798526291,2.285673778,89
7446_2023,2023,B73,7446,9,40,H,62,,7446_2023_75,0.003375118,0.006368093,0.033242307,0.00252899,0.013253206,0.863991662,0.858602275,0.678463585,0.162390036,-0.391833509,27.24981245,2.625534331,0.679513548,0.429914624,-0.063843269,1.508246457,1.863921894,75
7305_2022,2022,N28,7305,2,40,L,90,SS-BSSSC0,7305_2022_68,0.027213567,0.06921851,0.474307972,0.036070789,0.143137121,1,0.858650901,0.745298482,0.613427055,0.723636614,46.95440651,2.626205323,0.597441999,0.536356762,0.06187928,2.313661534,3.093137168,68
7022_2023,2023,CO125,7022,3,21,L,62,,7022_2023_75,0.003575262,0.006602972,0.035094356,0.002667703,0.0139928,0.987493486,0.858709876,0.683290402,0.166868473,-0.368292509,28.24851637,2.62701958,0.679757208,0.429879376,-0.064858999,1.508029558,1.863256094,75
7093_2022,2022,N28,7093,6,31,H,90,SS-BSSSC0,7093_2022_62,0.02442094,0.060797466,0.404476979,0.030742158,0.111796929,0.988458368,0.858727913,0.738659767,0.566512597,0.683631169,44.26053509,2.627268707,0.568649433,0.566908468,0.056541965,2.617961447,3.610892319,62
7125_2023,2023,INB101LFY,7125,8,7,L,62,,7125_2023_89,0.024390693,0.064351498,0.406015676,0.030853313,0.121789985,1,0.858752561,0.726377598,0.567601656,0.684690945,39.80780959,2.627609231,0.595746248,0.538504438,0.053063641,2.333736152,3.125534339,89
7388_2023,2023,PHM10,7388,6,33,H,62,,7388_2023_98,0.020092014,0.045029898,0.408072855,0.031003557,0.127464884,1,0.858778308,0.801237588,0.569050906,0.686082863,82.12464146,2.627965027,0.608710014,0.523974224,0.085604307,2.201453155,2.909020431,98
7034_2022,2022,B79,7034,3,19,H,90,Mixed,7034_2022_91,0.027021075,0.06351505,0.560917107,0.042598943,0.134560139,1,0.858830787,0.796567011,0.667193822,0.761502072,77.99092698,2.628690528,0.51908824,0.613042296,0.115768816,3.16852354,4.636270368,91
7094_2023,2023,PHEM9,7094,6,16,L,62,,7094_2023_89,0.023647232,0.0636822,0.408313711,0.031002612,0.127990576,1,0.858859731,0.730157832,0.569260317,0.686403107,41.11041022,2.62909084,0.61001333,0.52269419,0.057468137,2.190185745,2.890287861,89
7409_2022,2022,B73,7409,7,41,L,90,SS-B73,7409_2022_91,0.030022411,0.09089004,0.608747568,0.04617592,0.196889834,1,0.858988353,0.740179662,0.695156452,0.77839965,44.85820479,2.630871182,0.620054086,0.511219729,0.082043388,2.091818179,2.732712084,91
7382_2022,2022,Oh7B,7382,6,41,L,90,Mixed,7382_2022_91,0.034502477,0.104762261,0.682942158,0.051801343,0.217374812,1,0.858994757,0.734006162,0.736306085,0.80007638,42.49698497,2.630959891,0.615111948,0.517114929,0.079580821,2.141772277,2.811847507,91
7073_2022,2022,PHZ51,7073,5,18,H,90,Mixed,7073_2022_74,0.031083018,0.078057394,0.52703672,0.039973196,0.156943889,1,0.859003538,0.741999163,0.646830187,0.748391246,45.58832686,2.631081534,0.594009875,0.54108673,0.056645582,2.358121959,3.163979126,74
7485_2022,2022,N501,7485,11,41,L,90,SS-BSSSC0,7485_2022_62,0.024436419,0.068592418,0.420766804,0.031898722,0.12713984,0.986479802,0.859062729,0.719664349,0.577981034,0.69466642,37.62969628,2.631901761,0.598855503,0.535906924,0.058693664,2.309480364,3.082985271,62
7020_2022,2022,DK3IIH6,7020,3,33,H,90,IDT,7020_2022_74,0.02122286,0.048902277,0.424798442,0.032179654,0.108295831,0.99956685,0.859163254,0.793530915,0.580795692,0.697322636,75.45841313,2.633295931,0.541846693,0.593708518,0.101174661,2.922574286,4.158151703,74
7065_2022,2022,INB101LFY,7065,5,26,H,90,SS-B14,7065_2022_68,0.023948766,0.064123832,0.441852425,0.03345069,0.13096164,1,0.859244811,0.746534225,0.592382538,0.70745087,47.48052916,2.634428096,0.593087818,0.542742932,0.072555017,2.373907237,3.188265369,68
7336_2022,2022,A321,7336,3,38,L,90,Broad origin-public ,7336_2022_68,0.021674452,0.061692444,0.436847085,0.033057906,0.136770834,1,0.859299617,0.752507312,0.589046592,0.704699438,50.1412242,2.635189463,0.610691265,0.523129144,0.083230128,2.194007613,2.893335062,68
7075_2023,2023,B73,7075,5,8,L,62,,7075_2023_89,0.024901829,0.083910648,0.457204123,0.034573757,0.166543964,1,0.859392793,0.689860072,0.602665322,0.716154125,29.68835445,2.63648484,0.656183882,0.46598966,0.058074323,1.745245832,2.202468009,89
7031_2022,2022,H84,7031,3,22,H,90,SS-B37,7031_2022_91,0.030452888,0.074480269,0.578311456,0.043695166,0.159139492,1,0.85950257,0.771810009,0.677867299,0.768893816,60.28942168,2.638012617,0.569154833,0.56840657,0.083211765,2.633990839,3.630944703,91
7302_2022,2022,B77,7302,2,37,L,90,Mixed,7302_2022_74,0.029567047,0.077974447,0.52437639,0.039515791,0.158583893,0.999568407,0.859846289,0.741099565,0.645682264,0.748696336,45.22532037,2.642807523,0.601051448,0.535598491,0.062734896,2.30661822,3.072128394,74
7106_2023,2023,Oh43,7106,7,17,L,62,,7106_2023_89,0.022557988,0.067629725,0.387104524,0.029134146,0.131965344,1,0.860012305,0.702552754,0.554850367,0.674449823,32.76281811,2.645129628,0.63830865,0.491531479,0.049832462,1.933380176,2.481145654,89
7384_2022,2022,PHW03,7384,6,43,L,90,Mixed,7384_2022_62,0.02252124,0.073194026,0.408024364,0.030684358,0.136746522,0.995877988,0.860115122,0.695797054,0.56969803,0.688749486,31.07570007,2.646569773,0.633468354,0.49796685,0.059695251,1.98380067,2.557724939,62
7015_2022,2022,R181B,7015,2,29,H,90,Broad origin-public ,7015_2022_91,0.031585937,0.07643238,0.606144416,0.045469356,0.161040152,1,0.860440777,0.776047529,0.694570143,0.779745636,62.89229619,2.651141402,0.559639104,0.580178855,0.086210916,2.763933457,3.851355874,91
7007_2022,2022,B73,7007,2,21,H,90,SS-B73,7007_2022_68,0.02274375,0.058458784,0.431784313,0.03234383,0.122468097,0.999714245,0.860625431,0.761511037,0.586317864,0.704327591,54.55495042,2.653740568,0.582153254,0.558078252,0.078388415,2.525688106,3.43210798,68
7311_2022,2022,K201,7311,2,46,L,90,Broad origin-public ,7311_2022_68,0.025076856,0.075452531,0.458579787,0.034334593,0.155410686,1,0.860687396,0.717423353,0.604270214,0.7192937,36.93874972,2.654613905,0.638098052,0.493768412,0.059569501,1.950760973,2.503955104,68
7041_2022,2022,NevehYaar159,7041,4,17,H,90,Mixed,7041_2022_74,0.025325563,0.056240778,0.492279589,0.036844627,0.116368788,1,0.860733545,0.794936409,0.626105542,0.736054712,76.6162725,2.655264702,0.519041763,0.617615712,0.098987574,3.230340433,4.727001156,74
7357_2022,2022,PHVA9,7357,4,54,L,90,SS-B37,7357_2022_62,0.023121086,0.062325929,0.396275972,0.029656611,0.119739977,0.966859027,0.860745047,0.72819158,0.561752436,0.682292449,40.42573815,2.655426952,0.602981415,0.535905907,0.054580978,2.309470921,3.069778665,62
7271_2022,2022,PHK93,7271,16,19,H,90,NSS-Oh43,7271_2022_55,0.033696247,0.090390473,0.591319868,0.04424093,0.173094326,1,0.860781439,0.734812669,0.686232756,0.775369805,42.79564976,2.655940439,0.592878479,0.547119016,0.06091871,2.416171296,3.245747144,55
7409_2023,2023,WU-TAN-TZAO,7409,7,37,H,62,,7409_2023_75,0.003164057,0.006091689,0.032166104,0.00240563,0.012887501,0.885096404,0.860832552,0.681545195,0.160058692,-0.398504909,27.88184299,2.656661973,0.68539732,0.427903672,-0.058849811,1.495914763,1.839232996,75
7338_2023,2023,H84,7338,3,28,H,62,,7338_2023_89,0.021751216,0.052527153,0.384119935,0.028708233,0.101021374,1,0.860919214,0.759406832,0.553155279,0.674244567,53.47686857,2.657886218,0.557414323,0.583538354,0.068866783,2.802363003,3.914897861,89
7109_2022,2022,PHW17,7109,7,20,H,90,SS-B73,7109_2022_68,0.021080012,0.058045729,0.428786399,0.032039307,0.120839366,0.999714653,0.860948265,0.761536983,0.584447363,0.703198334,54.56843048,2.658296855,0.580853151,0.56028493,0.090693086,2.548399939,3.467869689,68
7543_2023,2023,PHT11,7543,14,28,H,62,,7543_2023_89,0.020334193,0.051326722,0.374094921,0.02795155,0.098273777,0.995426829,0.860953636,0.758701877,0.54590603,0.667042409,53.12226284,2.658372788,0.557116616,0.583910715,0.077511593,2.806660662,3.922247002,89
7108_2022,2022,PHM10,7108,7,21,H,90,IDT,7108_2022_74,0.031247189,0.070755638,0.595489555,0.044472395,0.146813634,1,0.861015503,0.787598804,0.688791926,0.777125528,70.83146003,2.659247754,0.535016799,0.60443755,0.090081593,3.05609165,4.384116563,74
7214_2022,2022,Mo13,7214,13,29,H,90,Broad origin-public ,7214_2022_62,0.021258926,0.057387116,0.381612924,0.028496358,0.107564643,0.981581977,0.861030417,0.738555304,0.551401944,0.672690381,44.21985859,2.659458767,0.581123793,0.560222503,0.067284489,2.547754293,3.465969712,62
7243_2022,2022,SD42,7243,14,29,H,90,Broad origin-public ,7243_2022_62,0.024840957,0.071384312,0.419735885,0.031309433,0.128926684,0.969991756,0.861169458,0.709300035,0.578360612,0.698204365,34.57376252,2.661427582,0.60920879,0.530032879,0.050171739,2.255616851,2.979075911,62
7090_2022,2022,L289,7090,6,28,H,90,Mixed,7090_2022_68,0.028215176,0.069762859,0.512728646,0.038239239,0.146599833,1,0.861192494,0.760467377,0.639239169,0.746028285,54.01652271,2.66175405,0.586242902,0.555305625,0.068377042,2.497470874,3.378800351,68
7339_2022,2022,Mo24W,7339,4,36,L,90,Broad origin-public ,7339_2022_74,0.02851625,0.069613104,0.516644367,0.038489917,0.143737798,1,0.861331148,0.762516957,0.641754876,0.747947017,55.08094708,2.663720732,0.577562425,0.56468298,0.069387921,2.594352872,3.543126621,74
7042_2023,2023,NC232,7042,4,4,L,62,,7042_2023_75,0.003418949,0.006250952,0.034422121,0.002564427,0.01306837,0.961558308,0.861331909,0.692624553,0.16565038,-0.367946316,30.32375127,2.663731539,0.67191706,0.449642666,-0.065388568,1.634002634,2.032927159,75
7020_2023,2023,SD42,7020,2,22,L,62,,7020_2023_75,0.003839745,0.008232933,0.038887508,0.002896885,0.016978927,0.999218343,0.861341291,0.650557897,0.176068764,-0.314041281,22.31059048,2.663864714,0.708501469,0.392159997,-0.055531189,1.290339549,1.555781541,75
7327_2023,2023,A415-1-3INBRED,7327,3,39,H,62,,7327_2023_98,0.02063852,0.049579439,0.435099376,0.032395746,0.135110028,1,0.861407127,0.79541322,0.588975192,0.70776101,77.01471351,2.664799653,0.613198456,0.526103824,0.08701964,2.220333697,2.920619627,98
7109_2022,2022,PHW17,7109,7,20,H,90,SS-B73,7109_2022_62,0.019568294,0.056454781,0.370391666,0.027567949,0.104219253,0.968246134,0.861453535,0.735479672,0.543439696,0.665352094,43.04482619,2.665459074,0.581629345,0.560822354,0.076757938,2.553965849,3.472509913,62
7096_2022,2022,A415-1-3INBRED,7096,7,33,H,90,Mixed,7096_2022_91,0.031842221,0.077615434,0.614413859,0.045700492,0.167920902,1,0.86153765,0.775687432,0.699977127,0.784026631,62.66511284,2.666655129,0.572135626,0.570718546,0.082528565,2.658948062,3.65317836,91
7311_2023,2023,OQ601,7311,2,36,H,62,,7311_2023_89,0.029786814,0.077350135,0.511637153,0.038046957,0.147915634,1,0.861567921,0.737345316,0.638772354,0.746200946,43.75241152,2.667085814,0.590810638,0.551466882,0.05584361,2.458979549,3.310511503,89
7084_2022,2022,INBRED141,7084,6,22,H,90,Broad origin-public ,7084_2022_91,0.036005582,0.09122442,0.665079599,0.049410341,0.187572324,1,0.86169059,0.758762567,0.728365572,0.799039252,53.15266335,2.668832525,0.583004597,0.560026034,0.071464482,2.54572351,3.456140862,91
7323_2023,2023,CM99,7323,3,43,H,62,,7323_2023_75,0.003361105,0.005655234,0.036278099,0.002695092,0.012451073,0.925742574,0.861695082,0.730275006,0.170112645,-0.34378593,41.15170976,2.668896525,0.644122192,0.488968415,-0.05349041,1.913652422,2.442299344,75
7059_2022,2022,DKWDAD1,7059,5,32,H,90,SS-B73,7059_2022_91,0.026547508,0.060462621,0.507548497,0.037691398,0.125907386,1,0.8617438,0.787107614,0.636314735,0.744721999,70.46624882,2.669590899,0.539221538,0.602474649,0.088508628,3.03112568,4.326212512,91
7350_2022,2022,PHR32,7350,4,47,L,90,Mixed,7350_2022_91,0.029053828,0.101365891,0.590392009,0.043786385,0.210577108,1,0.861911458,0.706932466,0.686385934,0.776798856,33.92323469,2.671983235,0.655718008,0.474194189,0.069962766,1.803685617,2.277194404,91
7311_2023,2023,OQ601,7311,2,36,H,62,,7311_2023_75,0.004425338,0.007984746,0.045070152,0.0033388,0.017264854,1,0.862058571,0.699000609,0.189670424,-0.243473468,31.86073823,2.674085926,0.675902148,0.44606233,-0.062933518,1.610514517,1.996638675,75
7058_2023,2023,CM99,7058,4,20,L,62,,7058_2023_75,0.003646437,0.006622275,0.040268471,0.00298064,0.014593573,0.998697238,0.862164103,0.717544481,0.179299273,-0.295313821,36.97565333,2.675596313,0.660793914,0.467990183,-0.045622618,1.759329124,2.210888326,75
7485_2022,2022,N501,7485,11,41,L,90,SS-BSSSC0,7485_2022_91,0.032400039,0.082040513,0.62480157,0.046244379,0.170475256,1,0.862172243,0.767867491,0.706269036,0.788171716,57.9999327,2.675712881,0.573233141,0.571280715,0.081210261,2.665057233,3.657112668,91
7119_2023,2023,PHK93,7119,7,4,L,62,,7119_2023_89,0.023513855,0.065225065,0.403908772,0.029890839,0.121153934,0.997582949,0.862190568,0.721934084,0.567868589,0.690303543,38.34754177,2.675975345,0.604212203,0.538516323,0.052635385,2.333847764,3.098238538,89
7316_2022,2022,B73,7316,2,51,L,90,SS-B73,7316_2022_62,0.024234144,0.06740605,0.394325315,0.029180153,0.125325782,0.987139324,0.862197043,0.708029148,0.561094536,0.683979628,34.22248655,2.676068091,0.622277901,0.517654123,0.039465216,2.14640219,2.797834242,62
7340_2022,2022,DKWDAD1,7340,4,37,L,90,SS-B73,7340_2022_91,0.029866368,0.071713224,0.589515225,0.043619372,0.153639156,1,0.862211377,0.78309093,0.686059484,0.776967185,67.57585615,2.676273457,0.557744119,0.586521563,0.089514967,2.837011608,3.961797171,91
7093_2022,2022,N28,7093,6,31,H,90,SS-BSSSC0,7093_2022_74,0.032831715,0.077881368,0.620817948,0.045896478,0.161485061,1,0.862320429,0.777067571,0.704106902,0.787177071,63.54207389,2.677836783,0.557371613,0.587154698,0.080903849,2.844429597,3.973860351,74
7071_2022,2022,H122w,7071,5,20,H,90,SS-B73,7071_2022_68,0.023048969,0.056376513,0.442951914,0.03271308,0.119528928,1,0.862453279,0.774190653,0.594820837,0.714195749,61.73290929,2.679743726,0.570248968,0.574993781,0.08085165,2.705813491,3.725391083,68
7520_2023,2023,B73,7520,12,45,H,62,,7520_2023_98,0.019221075,0.043824199,0.403151334,0.029760989,0.117762114,1,0.862508007,0.803907839,0.567496399,0.690460435,84.62686026,2.680530076,0.596524363,0.54786303,0.089501739,2.423438322,3.243017859,98
7344_2022,2022,PHTE4,7344,4,41,L,90,SS-B37,7344_2022_91,0.02802619,0.070952115,0.559873161,0.041294508,0.153008697,1,0.862618999,0.775049867,0.668831667,0.767192552,62.26566149,2.68212626,0.574947742,0.570731966,0.086716103,2.659093712,3.642012422,91
7064_2022,2022,LH184,7064,5,27,H,90,Mixed,7064_2022_74,0.032469103,0.093060907,0.632766993,0.046657816,0.199074713,1,0.862654953,0.743573078,0.711062574,0.791264425,46.23310612,2.682643726,0.620255274,0.521363953,0.071273306,2.178540275,2.845434388,74
7345_2022,2022,PHJ65,7345,4,42,L,90,Mixed,7345_2022_91,0.029231828,0.072931073,0.599375326,0.044132698,0.161300261,1,0.862837148,0.783042157,0.692158916,0.78118738,67.54178206,2.685268977,0.570344523,0.575902622,0.092379702,2.715898054,3.738876646,91
7343_2022,2022,DKHBA1,7343,4,40,L,90,Mixed,7343_2022_91,0.028779131,0.074154226,0.563531078,0.041417426,0.15799433,1,0.863071234,0.767426894,0.671283304,0.769252418,57.75158808,2.688649444,0.584603969,0.562054702,0.079992079,2.56678039,3.478705765,91
7109_2022,2022,PHW17,7109,7,20,H,90,SS-B73,7109_2022_74,0.025476461,0.069501847,0.529683381,0.03889157,0.143786018,1,0.86319633,0.768012148,0.650883776,0.756513802,58.08179129,2.690459434,0.574205348,0.572999105,0.09329912,2.683830934,3.678911233,74
7314_2023,2023,C123,7314,2,39,H,62,,7314_2023_98,0.022049536,0.055153934,0.482035164,0.035380347,0.150673432,1,0.863242032,0.794657285,0.620943807,0.735709429,76.38436126,2.69112129,0.619676126,0.523719346,0.088474861,2.199204781,2.874081581,98
